epoch,demand_node_id,demand_flow
1,12,3.6304255984282463
1,13,2.913375226705663
1,14,3.692976629216655
2,12,3.703213590756743
2,13,2.9861632190709386
2,14,3.7643088617325686
3,12,3.7759679703338556
3,13,3.0589187638330966
3,14,3.8356092228646235
4,12,3.8486861435353803
4,13,3.1316400447822503
4,14,3.906875884254016
5,12,3.9213655349874514
5,13,3.204325262252258
5,14,3.9781070339034885
6,12,3.99400358654039
6,13,3.276972630379268
6,14,4.049300873597841
7,12,4.066597762886601
7,13,3.349580381038146
7,14,4.120455622866487
8,12,4.139145550221437
8,13,3.422146760868645
8,14,4.191569516170869
9,12,4.211644481774812
9,13,3.4946700552392453
9,14,4.262640826486475
10,12,4.284092115667843
10,13,3.5671485645964944
10,14,4.333667842218712
11,12,4.356486059888518
11,13,3.6395806280272653
11,14,4.404648890381453
12,12,4.42882396985532
12,13,3.7119646194921527
12,14,4.475582332987975
13,12,4.50110354564848
13,13,3.7842989438208168
13,14,4.546466563202605
14,12,4.573322555929974
14,13,3.856582059519188
14,14,4.617300027760189
15,12,4.6454788141498256
15,13,3.928812453936825
15,14,4.688081202693819
16,12,4.717570201698245
16,13,4.000988665528071
16,14,4.758808615205157
17,12,4.789594656872466
17,13,4.073109272011536
17,14,4.82948083210983
18,12,4.861550197215037
18,13,4.145172912055059
18,14,4.9000964811281325
19,12,4.933262393765689
19,13,4.217178259377444
19,14,4.970654225540837
20,12,5.004755657866079
20,13,4.289124049049038
20,14,5.041152790109667
21,12,5.075866946990461
21,13,4.361009069903213
21,14,5.111590953628112
22,12,5.146638979617248
22,13,4.432832162696965
22,14,5.181967547240214
23,12,5.217108120659265
23,13,4.504592238155805
23,14,5.252281472075793
24,12,5.287109391173507
24,13,4.576288248099231
24,14,5.322531670916978
25,12,5.356491276931618
25,13,4.64791921020801
25,14,5.392717152577296
26,12,5.425112933351922
26,13,4.7194841979747
26,14,5.462836982139372
27,12,5.493060058620459
27,13,4.79098236344264
27,14,5.532890303298434
28,12,5.560407904400945
28,13,4.862412904934173
28,14,5.602876306618285
29,12,5.626540618189184
29,13,4.933775082619307
29,14,5.6727942446777115
30,12,5.6911079033900975
30,13,5.005068223945871
30,14,5.742643437841473
31,12,5.754274136383991
31,13,5.076291751549783
31,14,5.812423301793578
32,12,5.815413842828997
32,13,5.147445145627806
32,14,5.882133310418766
33,12,5.874460485589305
33,13,5.218527981559825
33,14,5.951773033082686
34,12,5.931619845948378
34,13,5.289539919316764
34,14,6.021342124165703
35,12,5.987077894389264
35,13,5.360480683625447
35,14,6.0908403033189895
36,12,6.0407186911241055
36,13,5.431350066134365
36,14,6.160267357318216
37,12,6.092718633621582
37,13,5.502147919208578
37,14,6.22962313399697
38,12,6.143237477988626
38,13,5.572874145725079
38,14,6.298907532004466
39,12,6.192419912211784
39,13,5.643528690338235
39,14,6.36812049203754
40,12,6.24039696943929
40,13,5.714111532007074
40,14,6.43726198933816
41,12,6.287287295855132
41,13,5.784622670936586
41,14,6.506332020744553
42,12,6.333198307284132
42,13,5.855062136481731
42,14,6.57533061229886
43,12,6.378227216983831
43,13,5.925429969163528
43,14,6.644257801514811
44,12,6.422461982204866
44,13,5.995726230067519
44,14,6.7131136464844925
45,12,6.4656638169432
45,13,6.065950990839675
45,14,6.781898215993764
46,12,6.507932521959132
46,13,6.1361043495336185
46,14,6.850611605264577
47,12,6.5493585076278675
47,13,6.2061864059673
47,14,6.9192539117000225
48,12,6.590023648839644
48,13,6.276197271092912
48,14,6.987825243962531
49,12,6.63000205879023
49,13,6.346137070320128
49,14,7.05632572514391
50,12,6.669360785748742
50,13,6.416005934095222
50,14,7.124755483466377
51,12,6.708160451049837
51,13,6.485803995606167
51,14,7.193114649974783
52,12,6.746455826464489
52,13,6.555531382269051
52,14,7.261403350148457
53,12,6.784296370803968
53,13,6.625188227458928
53,14,7.329621715348678
54,12,6.821726708339689
54,13,6.6947746626433995
54,14,7.397769875080241
55,12,6.858787068109839
55,13,6.764290816411634
55,14,7.465847956012858
56,12,6.895513680704417
56,13,6.833736807113288
56,14,7.53385607475035
57,12,6.931939150037632
57,13,6.903112755530279
57,14,7.601794350222925
58,12,6.9680927855427575
58,13,6.972418784460209
58,14,7.669662903265477
59,12,7.004000891145536
59,13,7.041654992034283
59,14,7.737461830479061
60,12,7.03968705833176
60,13,7.110821484593116
60,14,7.805191236418229
61,12,7.075172413802862
61,13,7.179918370003949
61,14,7.872851227041858
62,12,7.110475838078159
62,13,7.248945737898271
62,14,7.9404418903592875
63,12,7.145614180640876
63,13,7.317903672953906
63,14,8.007963309436104
64,12,7.1806024562523545
64,13,7.3867922681884215
64,14,8.07541557541125
65,12,7.215454004131471
65,13,7.455611598794444
65,14,8.142798761879376
66,12,7.250180655072677
66,13,7.524361742092635
66,14,8.210112944430985
67,12,7.284792867673514
67,13,7.5930427646063094
67,14,8.277358188000454
68,12,7.319299868242762
68,13,7.661654742015298
68,14,8.344534566407136
69,12,7.353709755737736
69,13,7.73019773313677
69,14,8.411642136884762
70,12,7.388029619123619
70,13,7.7986717998890605
70,14,8.478680959632763
71,12,7.422265631705706
71,13,7.867077000987626
71,14,8.545651091649177
72,12,7.456423136572848
72,13,7.935413385660005
72,14,8.612552580582827
73,12,7.490506737009492
73,13,8.003681013557348
73,14,8.679385484232226
74,12,7.5245203533139975
74,13,8.071879922272506
74,14,8.746149838751188
75,12,7.558467308838111
75,13,8.140010166858696
75,14,8.8128456973422
76,12,7.592350373949891
76,13,8.208071787355372
76,14,8.879473098470203
77,12,7.626171830513062
77,13,8.276064828637798
77,14,8.946032085299445
78,12,7.659933518232358
78,13,8.343989334095568
78,14,9.012522699509736
79,12,7.693636879631352
79,13,8.411845345841382
79,14,9.07894498150537
80,12,7.727282997584121
80,13,8.47963289839121
80,14,9.145298964233328
81,12,7.760872638731985
81,13,8.547352031894215
81,14,9.2115846861378
82,12,7.794406280468668
82,13,8.615002779272867
82,14,9.27780217857621
83,12,7.827884150916983
83,13,8.682585185920372
83,14,9.34395148510317
84,12,7.861306243435168
84,13,8.750099283814341
84,14,9.410032636136025
85,12,7.894249952229922
85,13,8.817545111184668
85,14,9.476045668209188
86,12,7.926754118744515
86,13,8.884922724179216
86,14,9.541990635861392
87,12,7.958853756653506
87,13,8.95223218691174
87,14,9.607867601807305
88,12,7.990580416056876
88,13,9.019473581503584
88,14,9.673676646690621
89,12,8.021529304606462
89,13,9.086646999086733
