epoch,demand_node_id,demand_flow
1,7,0.9561882777138733
2,7,0.9661882092781964
3,7,0.9761784532992271
4,7,0.9861578694633577
5,7,0.9961083027738123
6,7,1.006044823845934
7,7,1.0159622972324587
8,7,1.025854693811915
9,7,1.0357086239937248
10,7,1.04551956252992
11,7,1.055285100913837
12,7,1.0650176728419456
13,7,1.0746976866174323
14,7,1.0843335350073515
15,7,1.0939110031259858
16,7,1.1034244392129295
17,7,1.112864066210769
18,7,1.1222164535759906
19,7,1.131492795466929
20,7,1.1406825416073534
21,7,1.1497962784631075
22,7,1.1588354524448121
23,7,1.1677726788311096
24,7,1.1766208687914135
25,7,1.1853751443598708
26,7,1.1940291681870023
27,7,1.2025998896108572
28,7,1.2110654006597
29,7,1.2194077267287162
30,7,1.2276328698168835
31,7,1.235737718158581
32,7,1.2437293052158909
33,7,1.2515914882107533
34,7,1.2593334516909536
35,7,1.2669429016631966
36,7,1.2743807688006892
37,7,1.2816546692660333
38,7,1.2887904849854077
39,7,1.295799316222646
40,7,1.3026709823696092
41,7,1.3093954920686266
42,7,1.3159406716829818
43,7,1.3223373915793333
44,7,1.3285782382123539
45,7,1.33467506802126
46,7,1.3406219272089226
47,7,1.3464600276924654
48,7,1.3521556616510246
49,7,1.3577027606839474
50,7,1.3631186538938864
51,7,1.3683993690266523
52,7,1.373518123272736
53,7,1.3785030067980848
54,7,1.3833415840560856
55,7,1.3880129745906575
56,7,1.3925418431425134
57,7,1.3968959983391658
58,7,1.4011007552314556
59,7,1.4051718055920535
60,7,1.4090949828725599
61,7,1.4128762730398328
62,7,1.4165606362202303
63,7,1.4201320469014882
64,7,1.4235947310966408
65,7,1.4269377994805306
66,7,1.430139562786783
67,7,1.4332025869884721
68,7,1.4361541775894562
69,7,1.4389760680497405
70,7,1.4416958650217877
71,7,1.4442855755891248
72,7,1.4467542972267828
73,7,1.4491268252475211
74,7,1.4514098214758853
75,7,1.4535605775801343
76,7,1.455611481842869
77,7,1.4575991039231102
78,7,1.4594988882343265
79,7,1.4612772970077392
80,7,1.462963242713676
81,7,1.4645382097521322
82,7,1.4660514314191115
83,7,1.467505799260782
84,7,1.4688765854622297
85,7,1.470158580899453
86,7,1.4713864136512353
87,7,1.472519371943829
88,7,1.4735673069709916
89,7,1.4745237787435626
90,7,1.4754018341572617
91,7,1.4762558560207018
92,7,1.4770281930152693
93,7,1.477735301785236
94,7,1.4783890515138731
95,7,1.4790092109612518
96,7,1.4795697447809608
97,7,1.4800528933840766
98,7,1.4804728248390004
99,7,1.4808763545460506
100,7,1.4812185353423155
101,7,1.4814813681502481
102,7,1.481713365773026
103,7,1.481914530709436
104,7,1.4820629796475555
105,7,1.482219374292393
106,7,1.4823349647257018
107,7,1.4823976375122727
108,7,1.4824096860639617
109,7,1.4824020310164123
110,7,1.482386006324658
111,7,1.4823698410395247
112,7,1.4823024231896742
113,7,1.482196815290081
114,7,1.482118022245624
115,7,1.4820388972067384
116,7,1.48196396662044
117,7,1.481846546860592
118,7,1.4817636835346835
119,7,1.4816812481193005
120,7,1.4816162703373894
121,7,1.481551406294366
122,7,1.4814615987540318
123,7,1.4813694285203098
124,7,1.4812525413372544
125,7,1.4811528278489705
126,7,1.4810128566460707
127,7,1.4808034507261147
128,7,1.4806766961779398
129,7,1.480569998637606
130,7,1.48049776096516
131,7,1.480377585763314
132,7,1.4802522978640056
133,7,1.4801465919703107
134,7,1.4800670123670023
135,7,1.4800210180154143
136,7,1.4799462462223798
137,7,1.4798690601483737
138,7,1.4797733536132314
139,7,1.4796650250364407
140,7,1.4795340291750694
141,7,1.4794423669146484
142,7,1.479347905429557
143,7,1.479283516155988
144,7,1.4792561544953575
145,7,1.4792040380977785
146,7,1.479136079235423
147,7,1.4790474464089605
148,7,1.4789756633002946
149,7,1.478917276744458
150,7,1.4788867134835928
151,7,1.4788284772504532
152,7,1.4788445512934811
153,7,1.4789171480455658
154,7,1.4789810932343617
155,7,1.4790536710132125
156,7,1.4791009511766924
157,7,1.4791988059088461
158,7,1.4793011063943653
159,7,1.479408438750306
160,7,1.479522167615011
161,7,1.4796621400137422
162,7,1.479736796019983
163,7,1.479779378774889
164,7,1.4798679685993517
165,7,1.479958154203167
166,7,1.4800229248976993
167,7,1.4800701223418236
168,7,1.4801259116348255
169,7,1.4802352471379205
170,7,1.4803054513822933
171,7,1.4804154136862957
172,7,1.4805160786610474
173,7,1.480593171408239
174,7,1.4806469710259913
175,7,1.480661931815128
176,7,1.4806929350614644
177,7,1.4807348294681226
178,7,1.4807558302547486
179,7,1.4807471849782172
180,7,1.4807380750889083
181,7,1.480708430043198
182,7,1.4807127866088332
183,7,1.4807442937430177
184,7,1.4807984730591708
185,7,1.4808273406354135
186,7,1.4808695006394819
187,7,1.4808635710316886
188,7,1.4808483329040416
189,7,1.4808553242713185
190,7,1.4808553832372326
191,7,1.4807826022567556
192,7,1.4807656463838281
193,7,1.4807457102453045
194,7,1.4807235974893267
195,7,1.4807125603679232
196,7,1.4806818273030682
197,7,1.4806054181764157
198,7,1.4805374210273918
199,7,1.4804168429852984
200,7,1.480353694963724
201,7,1.4802636494201002
202,7,1.4801768839098857
203,7,1.4800942809926458
204,7,1.4800047893750894
205,7,1.479926894039315
206,7,1.4798701788056958
207,7,1.47981275074196
